,id,Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,Class
2494,5132,6537,157.197298,53.543171,0.940204,6657,91.231392,0.832315,348.264,0.677285,2.935898,1
2495,6132,6563,159.900606,53.384703,0.942622,6855,91.412642,0.504342,365.809,0.616316,2.995251,1
2496,7132,6087,154.696006,50.671889,0.944831,6250,88.035272,0.475844,344.002,0.646385,3.052896,1
2497,8132,5828,154.479937,49.502787,0.947266,6041,86.141976,0.805195,345.684,0.612874,3.120631,1
2498,9132,6261,160.567574,50.084304,0.950108,6383,89.284673,0.451732,351.174,0.637983,3.205946,1
2499,10132,7601,142.012138,68.950794,0.874221,7754,98.376287,0.615466,342.744,0.813094,2.059616,0
2500,11132,8704,152.946912,73.127603,0.878292,8853,105.272394,0.621359,371.549,0.792313,2.091507,0
2501,12132,7532,144.077023,67.489970,0.883501,7728,97.928751,0.585601,347.535,0.783652,2.134792,0
2502,13132,9032,158.287206,72.872881,0.887720,9176,107.237585,0.675239,377.469,0.796583,2.172100,0
2503,14132,5892,129.662956,58.838275,0.891114,6026,86.613668,0.582213,308.522,0.777858,2.203718,0
2504,15132,7353,145.995770,65.248476,0.894574,7603,96.758102,0.600735,347.704,0.764285,2.237535,0
2505,16132,8373,156.993263,69.004727,0.898223,8622,103.251318,0.624385,374.689,0.749461,2.275109,0
2506,17132,7741,152.429796,65.405437,0.903264,7948,99.278131,0.633573,362.904,0.738624,2.330537,0
2507,18132,6455,147.460256,56.448597,0.923829,6601,90.657384,0.800471,343.939,0.685714,2.612293,0
2508,133,3772,99.603330,49.891664,0.865503,3896,69.301223,0.643796,250.098,0.757811,1.996392,1
2509,1133,6464,149.151545,56.584442,0.925243,6653,90.720562,0.520954,341.702,0.695691,2.635911,1
2510,2133,6392,150.479430,54.904231,0.931062,6710,90.213897,0.558058,367.098,0.596050,2.740762,1
2511,3133,5959,147.695404,52.490048,0.934717,6136,87.104733,0.524052,334.770,0.668175,2.813779,1
2512,4133,5298,140.633397,48.936897,0.937504,5394,82.131742,0.521251,312.872,0.680125,2.873770,1
2513,5133,6679,159.545139,54.340123,0.940210,6850,92.216956,0.475002,356.730,0.659541,2.936047,1
2514,6133,6746,162.086541,54.113732,0.942624,6927,92.678336,0.464601,362.580,0.644835,2.995294,1
2515,7133,6648,162.007661,53.066535,0.944832,6835,92.002698,0.809646,358.676,0.649376,3.052916,1
2516,8133,6576,163.710698,52.457323,0.947273,6745,91.503132,0.453080,362.471,0.628963,3.120836,1
2517,9133,6841,168.058385,52.419048,0.950112,7008,93.328622,0.581421,371.298,0.623569,3.206056,1
2518,10133,8803,152.882920,74.226646,0.874229,8984,105.869390,0.716623,374.077,0.790530,2.059677,0
2519,11133,8050,147.627849,70.580373,0.878307,8281,101.240201,0.578512,357.682,0.790700,2.091627,0
2520,12133,8318,151.219122,70.831556,0.883515,8547,102.911644,0.697819,363.334,0.791802,2.134912,0
2521,13133,7000,140.711285,64.780884,0.887721,7154,94.406974,0.624721,336.903,0.774994,2.172111,0
2522,14133,8835,158.843242,72.079567,0.891115,9165,106.061639,0.627664,382.356,0.759417,2.203721,0
2523,15133,8489,156.373263,69.886352,0.894574,8631,103.964083,0.570344,372.534,0.768661,2.237536,0
2524,16133,6411,137.415795,60.399494,0.898224,6643,90.347876,0.594161,326.632,0.755124,2.275115,0
2525,17133,6079,135.932935,58.325966,0.903267,6304,87.977402,0.546771,323.898,0.728158,2.330573,0
2526,18133,6604,150.076005,57.447924,0.923834,6954,91.697731,0.558147,345.117,0.696762,2.612383,0
2527,134,3661,97.692595,48.902359,0.865694,3732,68.273933,0.596448,238.547,0.808466,1.997707,1
2528,1134,6281,146.630673,55.625742,0.925249,6421,89.427164,0.619001,335.207,0.702445,2.636022,1
2529,2134,5739,141.860512,51.759059,0.931063,5890,85.481704,0.761646,321.700,0.696857,2.740786,1
2530,3134,5979,108.769116,72.583230,0.744776,6122,87.250784,0.723675,300.876,0.829972,1.498543,0
2531,4134,6910,160.845941,55.970139,0.937504,7105,93.798109,0.494808,358.011,0.677478,2.873781,1
2532,5134,6277,154.439315,52.600381,0.940212,6456,89.398684,0.538152,346.116,0.658444,2.936087,1
2533,6134,6644,160.697831,53.649774,0.942624,6839,91.975016,0.525550,359.133,0.647335,2.995312,1
2534,7134,6923,165.660379,54.261440,0.944835,7068,93.886300,0.454504,368.196,0.641721,3.053004,1
2535,8134,6834,165.987108,53.185861,0.947275,7037,93.280861,0.444922,371.618,0.621858,3.120888,1
2536,9134,9084,154.169975,75.860247,0.870564,9327,107.545841,0.604431,378.366,0.797375,2.032289,0
2537,10134,5597,154.694040,46.364459,0.954028,5757,84.417544,0.612698,342.782,0.598590,3.336479,1
2538,11134,5299,156.338126,43.259896,0.960954,5439,82.139493,0.518493,339.533,0.577617,3.613927,1
2539,12134,7190,141.038765,66.063015,0.883515,7410,95.679634,0.562950,343.704,0.764838,2.134913,0
2540,13134,9615,164.282923,75.627934,0.887737,9858,110.644468,0.592969,398.735,0.759959,2.172252,0
2541,14134,7862,149.468269,67.825307,0.891115,8007,100.051034,0.608184,354.775,0.784941,2.203724,0
2542,15134,8433,156.289492,69.844140,0.894589,8727,103.620602,0.631685,376.973,0.745713,2.237689,0
2543,16134,9196,164.331211,72.225605,0.898237,9351,108.206797,0.564726,385.618,0.777131,2.275249,0
2544,17134,6984,144.758479,62.106182,0.903289,7108,94.299019,0.795082,336.886,0.773300,2.330822,0
2545,18134,7324,157.907966,60.349537,0.924087,7555,96.567108,0.642682,369.892,0.672680,2.616556,0
2546,135,4837,112.173828,56.140635,0.865749,4938,78.477128,0.788299,275.362,0.801637,1.998086,1
2547,1135,6644,151.200134,57.358780,0.925251,6784,91.975016,0.564966,345.769,0.698341,2.636042,1
2548,2135,5999,145.615809,53.128311,0.931065,6131,87.396590,0.538703,327.981,0.700796,2.740833,1
2549,3135,6355,112.271283,74.863730,0.745227,6731,89.952417,0.645571,322.380,0.768403,1.499675,0
2550,4135,5598,144.394528,50.245372,0.937505,5763,84.425085,0.679781,321.626,0.680049,2.873788,1
2551,5135,6607,158.562123,54.004305,0.940213,6850,91.718557,0.539788,362.483,0.631886,2.936102,1
2552,6135,6554,159.533785,53.259826,0.942627,6717,91.349942,0.719745,354.707,0.654601,2.995387,1
2553,7135,6797,163.962816,53.705151,0.944836,7038,93.028002,0.490015,365.942,0.637827,3.053018,1
2554,8135,6095,156.788094,50.237625,0.947276,6229,88.093104,0.515870,344.371,0.645848,3.120930,1
2555,9135,6061,159.717009,49.815432,0.950116,6300,87.847054,0.590280,351.176,0.617596,3.206175,1
2556,10135,5922,159.994476,47.945494,0.954043,6077,86.833891,0.563571,346.322,0.620466,3.337008,1
2557,11135,5479,159.318745,44.070822,0.960979,5639,83.522928,0.411089,349.511,0.563624,3.615062,1
2558,12135,9732,163.735931,76.693519,0.883518,9995,111.315620,0.715168,395.099,0.783430,2.134938,0
2559,13135,7490,145.283850,66.881282,0.887738,7701,97.655334,0.592188,349.284,0.771497,2.172265,0
2560,14135,8009,150.793932,68.426078,0.891118,8171,100.982055,0.602180,361.979,0.768106,2.203749,0
2561,15135,8464,156.452671,69.916833,0.894590,8671,103.810883,0.792806,372.191,0.767810,2.237697,0
2562,16135,8879,161.649609,71.044397,0.898244,9096,106.325415,0.550806,381.782,0.765496,2.275332,0
2563,17135,8384,159.015440,68.220580,0.903296,8545,103.319119,0.542443,375.885,0.745678,2.330901,0
2564,18135,5737,139.833016,53.403501,0.924200,5858,85.466808,0.843676,318.632,0.710094,2.618424,0
2565,136,3141,90.765770,45.374247,0.866080,3194,63.239587,0.543896,223.117,0.792889,2.000381,1
2566,1136,6529,149.149915,56.579243,0.925255,6676,91.175550,0.506910,343.349,0.695961,2.636124,1
2567,2136,7020,158.185149,57.711203,0.931073,7286,94.541745,0.495238,372.103,0.637119,2.740978,1
2568,3136,5960,109.106500,72.640478,0.746152,6089,87.112041,0.734171,299.743,0.833601,1.502007,0
2569,4136,6659,157.096580,54.664828,0.937506,6855,92.078782,0.603936,354.658,0.665272,2.873815,1
2570,5136,6295,154.885460,52.751540,0.940214,6443,89.526772,0.658817,344.667,0.665896,2.936132,1
2571,6136,6139,154.329423,51.521963,0.942628,6310,88.410506,0.470277,344.160,0.651308,2.995410,1
2572,7136,6687,162.772673,53.315232,0.944836,6838,92.272167,0.481079,359.698,0.649479,3.053024,1
2573,8136,7034,169.655635,54.358498,0.947281,7238,94.635971,0.694647,379.633,0.613316,3.121051,1
2574,9136,6416,163.067079,50.859248,0.950118,6565,90.383101,0.595176,358.818,0.626218,3.206242,1
2575,10136,5760,157.734173,47.267930,0.954043,5919,85.637958,0.783673,340.175,0.625500,3.337023,1
2576,11136,5876,164.858939,45.602542,0.960981,6009,86.495986,0.574389,354.666,0.587020,3.615126,1
2577,12136,7673,145.307666,68.061049,0.883520,7876,98.841120,0.735173,354.932,0.765393,2.134961,0
2578,13136,9744,164.695418,75.815982,0.887742,9933,111.384227,0.807826,393.718,0.789908,2.172305,0
2579,14136,8235,153.119706,69.481311,0.891118,8443,102.396912,0.732130,365.326,0.775376,2.203754,0
2580,15136,7987,152.264772,68.042549,0.894599,8227,100.843266,0.620591,362.821,0.762445,2.237788,0
2581,16136,8884,161.527479,70.990395,0.898245,9038,106.355348,0.560469,382.947,0.761274,2.275343,0
2582,17136,8253,157.579148,67.600286,0.903308,8455,102.508760,0.556883,374.629,0.738957,2.331043,0
2583,18136,5882,141.268657,53.899410,0.924353,6076,86.540135,0.525836,323.004,0.708466,2.620969,0
2584,137,4194,104.666691,52.303363,0.866191,4285,73.075075,0.547806,256.711,0.799741,2.001147,1
2585,1137,5869,141.677886,53.744682,0.925256,5984,86.444450,0.572027,322.281,0.710076,2.636128,1
2586,2137,6309,149.941016,54.699510,0.931083,6450,89.626270,0.495212,338.660,0.691262,2.741177,1
2587,3137,5828,146.076376,51.914493,0.934717,5974,86.141976,0.478961,329.342,0.675204,2.813788,1
2588,4137,5828,147.125417,51.194476,0.937508,5939,86.141976,0.820267,326.257,0.688034,2.873853,1
2589,5137,6416,157.235211,53.550497,0.940217,6574,90.383101,0.796030,350.406,0.656646,2.936204,1
2590,6137,5856,152.025330,50.751838,0.942630,6088,86.348658,0.791351,338.018,0.644067,2.995465,1
2591,7137,6466,160.135243,52.450922,0.944837,6649,90.734596,0.511470,356.851,0.638075,3.053049,1
2592,8137,6858,167.367750,53.624044,0.947284,7121,93.444512,0.725407,371.727,0.623676,3.121133,1
2593,9137,6163,160.577804,50.082179,0.950119,6345,88.583155,0.566608,352.160,0.624485,3.206286,1
2594,10137,6313,129.481221,62.863525,0.874235,6486,89.654678,0.618376,314.484,0.802137,2.059719,0
2595,11137,9509,160.043320,76.515838,0.878308,9826,110.032881,0.649966,390.841,0.782248,2.091637,0
2596,12137,7842,146.789008,68.754343,0.883522,7997,99.923693,0.602536,353.478,0.788700,2.134978,0
2597,13137,9565,163.479938,75.255310,0.887746,9736,110.356405,0.601421,392.904,0.778614,2.172338,0
2598,14137,8313,153.846146,69.810935,0.891118,8533,102.880709,0.662074,367.469,0.773617,2.203754,0
2599,15137,9274,163.081257,72.876057,0.894599,9431,108.664730,0.572469,388.712,0.771296,2.237789,0
2600,16137,8503,157.982810,69.431889,0.898247,8749,104.049776,0.592337,374.698,0.761061,2.275364,0
2601,17137,8462,159.544378,68.439788,0.903319,8684,103.798618,0.763994,374.423,0.758504,2.331164,0
2602,18137,6727,150.337339,57.353906,0.924368,6893,92.547730,0.603914,348.837,0.694682,2.621222,0
2603,138,4199,103.957982,51.939620,0.866244,4292,73.118622,0.714116,254.771,0.812935,2.001516,1
2604,1138,5577,138.566288,52.560806,0.925266,5830,84.266583,0.509594,323.027,0.671634,2.636304,1
2605,2138,6697,153.879199,56.132068,0.931094,6853,92.341135,0.656569,351.573,0.680862,2.741378,1
2606,3138,6176,150.687407,53.552891,0.934718,6340,88.676533,0.626369,342.890,0.660097,2.813805,1
2607,4138,6694,158.652298,55.203205,0.937513,6915,92.320450,0.629135,356.808,0.660734,2.873969,1
2608,5138,6829,161.088383,54.862421,0.940218,7016,93.246731,0.497450,359.078,0.665563,2.936224,1
2609,6138,6597,127.905347,67.049749,0.851587,6738,91.649120,0.616830,317.966,0.819964,1.907619,0
2610,7138,9143,151.759975,77.241048,0.860785,9385,107.894528,0.723224,375.888,0.813171,1.964758,0
2611,8138,6036,156.963815,50.289848,0.947285,6268,87.665694,0.450784,353.125,0.608278,3.121183,1
2612,9138,6358,162.260827,50.606054,0.950121,6514,89.973646,0.611111,355.841,0.630984,3.206352,1
2613,10138,9126,155.643395,75.563392,0.874242,9309,107.794175,0.795294,381.197,0.789208,2.059772,0
2614,11138,7113,139.300694,66.598397,0.878310,7338,95.165923,0.600912,338.848,0.778490,2.091652,0
2615,12138,9179,159.186961,74.561065,0.883524,9482,108.106733,0.638228,387.549,0.767984,2.134988,0
2616,13138,5950,129.271711,59.507826,0.887747,6175,87.038930,0.775750,311.702,0.769569,2.172348,0
2617,14138,9022,159.837251,72.526520,0.891128,9288,107.178203,0.576449,383.550,0.770670,2.203846,0
2618,15138,9417,164.796213,73.640552,0.894605,9636,109.499300,0.713301,391.435,0.772330,2.237846,0
2619,16138,7960,153.536136,67.474576,0.898257,8267,100.672671,0.717893,368.245,0.737648,2.275466,0
2620,17138,7203,147.370569,63.213895,0.903331,7347,95.766092,0.667439,345.007,0.760444,2.331300,0
2621,18138,6389,147.472812,56.233169,0.924446,6605,90.192724,0.521977,341.065,0.690190,2.622524,0
2622,139,3957,102.320702,51.077112,0.866495,4109,70.980341,0.603661,253.068,0.776428,2.003259,1
2623,1139,4595,125.675940,47.667265,0.925279,4686,76.488795,0.499457,289.039,0.691166,2.636525,1
2624,2139,6672,154.705648,56.432588,0.931096,6878,92.168619,0.770083,352.714,0.673939,2.741424,1
2625,3139,4713,131.666236,46.791817,0.934721,4870,77.464689,0.482642,298.674,0.663915,2.813873,1
2626,4139,6154,151.119227,52.581842,0.937513,6259,88.518451,0.473567,337.893,0.677343,2.873981,1
2627,5139,6812,161.083733,54.858987,0.940222,7044,93.130595,0.605619,362.001,0.653228,2.936324,1
2628,6139,6162,154.712811,51.648188,0.942632,6283,88.575968,0.479458,342.663,0.659473,2.995513,1
2629,7139,6867,164.631945,53.923099,0.944838,7011,93.505807,0.568131,364.773,0.648532,3.053088,1
2630,8139,5570,151.173703,48.433522,0.947288,5769,84.213682,0.586934,335.248,0.622777,3.121262,1
2631,9139,5907,156.750478,48.887366,0.950121,6149,86.723849,0.693961,345.386,0.622254,3.206360,1
2632,10139,8641,151.732491,73.662793,0.874249,8885,104.890719,0.778468,369.668,0.794603,2.059825,0
2633,11139,9385,159.210609,76.107367,0.878344,9695,109.313097,0.686038,387.367,0.785957,2.091921,0
2634,12139,8808,155.295834,72.738362,0.883524,9018,105.899452,0.635040,376.857,0.779353,2.134992,0
2635,13139,8859,157.578933,72.538361,0.887748,9113,106.205598,0.681200,380.858,0.767482,2.172353,0
2636,14139,9152,161.107560,73.102396,0.891130,9348,107.947618,0.588932,386.570,0.769608,2.203862,0
2637,15139,9743,167.446672,74.823947,0.894608,10026,111.378512,0.757679,405.379,0.745041,2.237875,0
2638,16139,8694,159.623019,70.148635,0.898260,8927,105.211903,0.610105,377.502,0.766639,2.275497,0
2639,17139,8273,157.716398,67.651578,0.903331,8472,102.632893,0.546361,371.013,0.755257,2.331304,0
2640,18139,7305,156.612867,59.647884,0.924632,7426,96.441769,0.823191,354.276,0.731386,2.625623,0
2641,140,4994,114.265117,56.988868,0.866750,5144,79.740569,0.709879,285.254,0.771250,2.005043,1
2642,1140,6327,147.054999,55.775932,0.925279,6419,89.754034,0.500395,333.725,0.713888,2.636531,1
2643,2140,5795,143.519631,52.350982,0.931099,5928,85.897748,0.744476,326.332,0.683823,2.741489,1
2644,3140,6039,148.551713,52.791270,0.934725,6197,87.687477,0.629850,336.860,0.668769,2.813945,1
2645,4140,4208,125.808314,43.774258,0.937515,4353,73.196940,0.476287,282.051,0.664707,2.874025,1
2646,5140,6641,158.751917,54.062459,0.940228,6811,91.954249,0.495597,354.330,0.664703,2.936454,1
2647,6140,6202,155.766039,51.999429,0.942633,6394,88.862994,0.619890,343.534,0.660393,2.995534,1
2648,7140,6051,154.784033,50.696913,0.944840,6212,87.774555,0.514541,340.666,0.655208,3.053125,1
2649,8140,7435,174.152678,55.792598,0.947294,7680,97.296125,0.674560,388.068,0.620405,3.121430,1
2650,9140,7696,141.835743,69.787159,0.870579,7887,98.989149,0.742857,345.454,0.810391,2.032405,0
2651,10140,5435,153.507026,46.000399,0.954045,5558,83.186880,0.547001,333.470,0.614180,3.337080,1
2652,11140,9226,157.953340,75.504815,0.878349,9488,108.383154,0.578070,382.807,0.791159,2.091964,0
2653,12140,8606,154.291893,72.267928,0.883525,8876,104.678076,0.770526,373.613,0.774760,2.134998,0
2654,13140,7658,146.459826,67.418546,0.887752,7813,98.744460,0.589077,350.981,0.781192,2.172397,0
2655,14140,9646,165.462301,75.074964,0.891140,9909,110.822690,0.794825,395.264,0.775859,2.203961,0
2656,15140,8920,160.217373,71.593191,0.894609,9162,106.570619,0.757537,381.015,0.772130,2.237886,0
2657,16140,8653,159.142176,69.936924,0.898261,8875,104.963526,0.669737,376.913,0.765410,2.275510,0
2658,17140,8542,160.221078,68.724576,0.903335,8853,104.288121,0.688760,400.319,0.669818,2.331351,0
2659,18140,6992,154.141451,58.655696,0.924768,7231,94.353012,0.609272,357.883,0.686008,2.627903,0
2660,141,3937,102.474901,51.070676,0.866963,4133,70.800735,0.662795,256.524,0.751829,2.006531,1
2661,1141,6212,146.734396,55.648678,0.925295,6513,88.934605,0.542343,341.716,0.668514,2.636799,1
2662,2141,6534,152.189877,55.508597,0.931112,6677,91.210455,0.813699,341.110,0.705667,2.741735,1
2663,3141,6435,152.797263,54.294634,0.934738,6560,90.516830,0.496528,339.091,0.703276,2.814224,1
2664,4141,6646,158.117352,55.013590,0.937521,6835,91.988858,0.698623,352.176,0.673365,2.874151,1
2665,5141,4855,135.321512,46.081782,0.940232,4964,78.623012,0.516709,301.342,0.671862,2.936551,1
2666,6141,5746,150.145262,50.122070,0.942635,5943,85.533820,0.732534,335.346,0.642080,2.995592,1
2667,7141,7202,168.919386,55.326179,0.944841,7404,95.759444,0.839394,375.068,0.643344,3.053155,1
2668,8141,6255,159.077439,50.960112,0.947300,6400,89.241881,0.504110,350.665,0.639223,3.121607,1
2669,9141,9942,161.247187,79.324582,0.870627,10210,112.510211,0.654510,392.255,0.811982,2.032752,0
2670,10141,4974,146.258676,43.822320,0.954058,5069,79.580736,0.435819,316.573,0.623689,3.337538,1
2671,11141,6905,136.655129,65.321321,0.878359,7056,93.764167,0.615748,328.890,0.802181,2.092045,0
2672,12141,7862,147.486522,69.078731,0.883531,8120,100.051034,0.591128,358.044,0.770673,2.135050,0
2673,13141,9067,159.234565,73.298866,0.887753,9300,107.445162,0.637220,381.008,0.784884,2.172401,0
2674,14141,8323,154.029576,69.885994,0.891145,8491,102.942570,0.578589,366.274,0.779610,2.204012,0
2675,15141,6437,136.673424,61.071051,0.894614,6559,90.530895,0.587050,327.989,0.751926,2.237941,0
2676,16141,8290,156.577656,68.808716,0.898265,8624,102.738288,0.791635,372.512,0.750730,2.275550,0
2677,17141,7684,152.022059,65.206901,0.903337,7826,98.911944,0.636672,358.215,0.752506,2.331380,0
2678,18141,7194,156.441292,59.508771,0.924826,7465,95.706245,0.533165,356.987,0.709374,2.628878,0
2679,142,4245,105.618790,52.601824,0.867157,4365,73.518038,0.562699,260.959,0.783327,2.007892,1
2680,1142,5829,141.106349,53.512442,0.925300,5979,86.149366,0.533791,324.533,0.695482,2.636889,1
2681,2142,5379,138.676986,50.579972,0.931112,5508,82.757208,0.531259,311.266,0.697667,2.741737,1
2682,3142,6498,154.396927,54.862252,0.934740,6686,90.958840,0.768448,355.145,0.647408,2.814265,1
2683,4142,5859,147.933679,51.470273,0.937521,5982,86.370773,0.841810,334.859,0.656613,2.874158,1
2684,5142,6559,159.461094,54.301294,0.940234,6769,91.384781,0.661190,362.125,0.628536,2.936598,1
2685,6142,6807,162.477642,54.238798,0.942636,6982,93.096410,0.659721,364.739,0.642986,2.995598,1
2686,7142,5612,149.196229,48.866073,0.944841,5753,84.530588,0.463036,332.195,0.639060,3.053166,1
2687,8142,6134,158.024788,50.621894,0.947302,6354,88.374495,0.732855,351.861,0.622603,3.121669,1
2688,9142,5673,153.815886,47.971874,0.950122,5809,84.988752,0.456653,340.131,0.616212,3.206376,1
2689,10142,7108,137.506241,66.747305,0.874285,7265,95.132469,0.624879,342.172,0.762901,2.060102,0
2690,11142,5334,158.012852,43.694403,0.961007,5474,82.410313,0.622549,340.482,0.578195,3.616318,1
2691,12142,9521,161.728110,75.748384,0.883533,9764,110.102288,0.581435,394.361,0.769316,2.135070,0
2692,13142,9675,164.234952,75.599828,0.887756,9894,110.989155,0.751340,394.024,0.783097,2.172425,0
2693,14142,8880,158.639762,71.976191,0.891150,9072,106.331402,0.620805,377.676,0.782319,2.204059,0
2694,15142,9199,162.364170,72.549773,0.894617,9358,108.224445,0.569739,384.517,0.781843,2.237969,0
2695,16142,8805,160.872392,70.694797,0.898269,9094,105.881416,0.579887,383.409,0.752687,2.275590,0
2696,17142,8840,162.683109,69.777425,0.903344,8988,106.091647,0.620351,379.594,0.770945,2.331458,0
2697,18142,6482,148.221793,56.323473,0.924989,6603,90.846787,0.521480,335.361,0.724259,2.631617,0
2698,143,5273,117.250488,58.377013,0.867244,5367,81.937733,0.570671,286.773,0.805733,2.008504,1
2699,1143,5482,137.953321,52.311934,0.925315,5645,83.545791,0.493429,324.303,0.655009,2.637129,1
2700,2143,6069,146.986947,53.610502,0.931113,6196,87.905010,0.505750,332.052,0.691695,2.741757,1
2701,3143,6924,159.441239,56.654424,0.934741,7134,93.893081,0.811533,360.867,0.668148,2.814277,1
2702,4143,6127,151.489752,52.706736,0.937523,6335,88.324055,0.511222,342.643,0.655804,2.874201,1
2703,5143,6291,155.347854,52.899062,0.940237,6471,89.498324,0.487637,347.904,0.653147,2.936684,1
2704,6143,6384,158.468043,52.897105,0.942643,6527,90.157425,0.835165,350.108,0.654483,2.995779,1
2705,7143,6563,161.047669,52.746880,0.944843,6711,91.412642,0.803895,354.789,0.655197,3.053217,1
2706,8143,5432,148.035271,47.419921,0.947307,5563,83.163918,0.775225,324.288,0.649094,3.121795,1
2707,9143,5734,153.583369,47.895635,0.950130,5854,85.444459,0.612607,339.614,0.624736,3.206626,1
2708,10143,6910,172.657307,51.730779,0.954060,7044,93.798109,0.432957,375.904,0.614517,3.337613,1
2709,11143,6527,175.161169,48.433198,0.961012,6757,91.161585,0.441491,377.246,0.576334,3.616552,1
2710,12143,9913,165.265059,77.399059,0.883552,10229,112.346000,0.578186,409.065,0.744441,2.135233,0
2711,13143,9578,163.490819,75.257109,0.887756,9783,110.431374,0.584737,395.932,0.767792,2.172430,0
2712,14143,6548,136.264144,61.821875,0.891159,6685,91.308119,0.770897,327.483,0.767257,2.204141,0
2713,15143,7515,147.186202,65.767607,0.894618,7659,97.818174,0.607224,346.597,0.786121,2.237974,0
2714,16143,6493,138.353246,60.798779,0.898269,6643,90.923838,0.758883,325.456,0.770319,2.275592,0
2715,17143,9116,165.410616,70.944808,0.903351,9295,107.735100,0.599816,387.327,0.763587,2.331539,0
2716,18143,7290,157.070977,59.560836,0.925316,7460,96.342702,0.794118,358.859,0.711360,2.637152,0
2717,144,3641,98.218981,48.839391,0.867607,3726,68.087188,0.554946,241.542,0.784233,2.011061,1
2718,1144,6190,147.272269,55.844464,0.925318,6412,88.776983,0.656764,341.591,0.666634,2.637187,1
2719,2144,6253,148.817091,54.277488,0.931115,6388,89.227613,0.744405,336.826,0.692607,2.741783,1
2720,3144,4981,134.989255,47.964496,0.934744,5117,79.636714,0.484062,309.482,0.653515,2.814358,1
2721,4144,6597,157.066232,54.646709,0.937524,6782,91.649120,0.598367,357.032,0.650342,2.874212,1
2722,5144,5949,150.855263,51.368524,0.940239,6117,87.031615,0.483659,336.271,0.661112,2.936726,1
2723,6144,5747,149.397930,49.868071,0.942646,5902,85.541263,0.489565,334.499,0.645448,2.995863,1
2724,7144,5579,149.252760,48.878748,0.944855,5725,84.281691,0.509033,330.816,0.640609,3.053531,1
2725,8144,6444,161.949403,51.875776,0.947309,6677,90.580106,0.533930,358.909,0.628632,3.121869,1
2726,9144,3382,118.956906,37.095359,0.950135,3508,65.620851,0.473007,264.308,0.608363,3.206787,1
2727,10144,3994,131.138253,39.284859,0.954075,4116,71.311421,0.812780,286.121,0.613082,3.338137,1
2728,11144,9012,156.592276,74.844571,0.878383,9258,107.118788,0.701214,382.082,0.775743,2.092233,0
2729,12144,8970,157.289802,73.662089,0.883558,9193,106.868886,0.604447,376.669,0.794479,2.135288,0
2730,13144,8179,150.790762,69.410020,0.887760,8276,102.048157,0.591652,355.979,0.811076,2.172464,0
2731,14144,8519,155.869187,70.716178,0.891160,8741,104.147625,0.601752,370.869,0.778319,2.204152,0
2732,15144,7659,149.052494,66.598475,0.894628,7936,98.750907,0.665884,355.543,0.761373,2.238077,0
2733,16144,9385,165.596409,72.770631,0.898269,9531,109.313097,0.605640,388.180,0.782668,2.275594,0
2734,17144,9252,167.076203,71.657953,0.903355,9489,108.535765,0.550714,394.122,0.748487,2.331579,0
2735,18144,6394,147.671346,55.955748,0.925429,6553,90.228009,0.515645,337.592,0.705015,2.639074,0
2736,145,4715,110.689498,55.036984,0.867625,4832,77.481123,0.794306,269.449,0.816091,2.011184,1
2737,1145,4954,130.348751,49.424768,0.925326,5075,79.420581,0.510722,300.013,0.691649,2.637316,1
2738,2145,5891,144.615345,52.740095,0.931128,6052,86.606317,0.501703,328.729,0.685051,2.742038,1
2739,3145,5644,105.785627,70.428218,0.746163,5929,84.771245,0.672465,291.697,0.833552,1.502035,0
2740,4145,6283,153.451637,53.387540,0.937527,6474,89.441400,0.511562,348.507,0.650061,2.874297,1
2741,5145,5881,150.923869,51.391881,0.940239,6214,86.532779,0.563314,346.091,0.616993,2.936726,1
2742,6145,6830,130.457038,68.366291,0.851686,7084,93.253558,0.647946,328.691,0.794429,1.908207,0
2743,7145,6293,158.415976,51.879522,0.944855,6438,89.512549,0.640313,353.707,0.632092,3.053536,1
2744,8145,6462,162.187369,51.950912,0.947311,6712,90.706526,0.776589,363.383,0.614961,3.121935,1
2745,9145,6243,161.121105,50.236198,0.950151,6365,89.156236,0.444975,351.523,0.634886,3.207271,1
2746,10145,8177,147.235218,71.465442,0.874302,8381,102.035679,0.592365,364.859,0.771887,2.060230,0
2747,11145,8865,154.485629,73.836435,0.878387,9051,106.241558,0.628189,375.443,0.790316,2.092268,0
2748,12145,8246,150.506952,70.480441,0.883576,8495,102.465278,0.742883,378.411,0.723645,2.135443,0
2749,13145,9114,159.605349,73.466807,0.887762,9456,107.723281,0.633709,393.033,0.741414,2.172482,0
2750,14145,9656,165.372038,75.025047,0.891168,9885,110.880120,0.635681,394.397,0.780081,2.204224,0
2751,15145,8519,156.908084,70.108366,0.894628,8813,104.147625,0.752894,374.754,0.762265,2.238079,0
2752,16145,9413,166.230690,73.049291,0.898269,9676,109.476042,0.650563,394.918,0.758445,2.275596,0
2753,17145,8908,163.304375,70.038587,0.903360,9271,106.498910,0.637515,393.918,0.721404,2.331634,0
2754,18145,7432,159.343712,60.148554,0.926019,7599,97.276494,0.530554,368.969,0.686018,2.649169,0
2755,146,4896,113.098260,56.192234,0.867840,5066,78.954296,0.599266,289.962,0.731761,2.012703,1
2756,1146,5877,141.858114,53.787342,0.925330,6044,86.503346,0.531903,329.370,0.680765,2.637388,1
